Wall:R-Value:Input,Window:U-Value:Input,SHGC:NA:Input,Roof:NA:Input,Res HRV:(%):Input,SHW:Type:Input,SHW Reduce:NA:Input,Appliances:NA:Input,MUA:NA:Input,TEUI:(kWh/m2):Output:120,GHGI:(kgCO2/m2):Output:100,TEDI:(kWh/m2):Output:200,LEED:Pts:Output:100,Energy Cost:($):Output:100,NPV:NA:Output:100
R-ip 8,U-ip 0.15,0.4,30,60,Renew Gas,20,N,HP,107.8,1,34.5,7,290017,1284724
R-ip 8,U-ip 0.15,0.4,20,60,Renew Gas,20,N,HP,108.4,1.1,35.1,7,291579,1306950
R-ip 8,U-ip 0.15,0.25,30,60,Renew Gas,20,N,HP,109,1.1,36.1,7,293271,1331042
R-ip 8,U-ip 0.15,0.25,20,60,Renew Gas,20,N,HP,109.6,1.1,36.9,7,295019,1355918
R-ip 8,U-ip 0.25,0.4,30,60,Renew Gas,20,N,HP,110.5,1.1,37.8,7,297379,1389507
R-ip 8,U-ip 0.25,0.4,20,60,Renew Gas,20,N,HP,111.1,1.1,38.5,7,299144,1414635
R-ip 8,U-ip 0.25,0.25,30,60,Renew Gas,20,N,HP,112,1.1,39.8,6,301777,1452105
R-ip 8,U-ip 0.25,0.25,20,60,Renew Gas,20,N,HP,112.7,1.1,40.6,6,303667,1479009
R-ip 8,U-ip 0.38,0.4,30,60,Renew Gas,20,N,HP,114.5,1.1,42.7,6,308647,1549891
R-ip 8,U-ip 0.38,0.4,20,60,Renew Gas,20,N,HP,115.1,1.1,43.5,5,310532,1576720
R-ip 8,U-ip 0.38,0.25,30,60,Renew Gas,20,N,HP,116.4,1.1,45.1,5,314091,1627375
R-ip 8,U-ip 0.38,0.25,20,60,Renew Gas,20,N,HP,117.1,1.2,45.8,4,316117,1656209
R-ip 15,U-ip 0.15,0.4,30,60,Renew Gas,20,N,HP,104.9,1,30.6,0,281727,1166725
R-ip 15,U-ip 0.15,0.4,20,60,Renew Gas,20,N,HP,105.2,1,31.1,0,282787,1181808
R-ip 15,U-ip 0.15,0.25,30,60,Renew Gas,20,N,HP,105.5,1,31.9,0,283632,1193842
R-ip 15,U-ip 0.15,0.25,20,60,Renew Gas,20,N,HP,106,1,32.4,0,284899,1211877
R-ip 15,U-ip 0.25,0.4,30,60,Renew Gas,20,N,HP,106.7,1,33.4,0,286884,1240124
R-ip 15,U-ip 0.25,0.4,20,60,Renew Gas,20,N,HP,107.2,1,34,0,288292,1260170
R-ip 15,U-ip 0.25,0.25,30,60,Renew Gas,20,N,HP,107.8,1,35,0,289907,1283162
R-ip 15,U-ip 0.25,0.25,20,60,Renew Gas,20,N,HP,108.4,1.1,35.7,0,291570,1306827
R-ip 15,U-ip 0.38,0.4,30,60,Renew Gas,20,N,HP,110.1,1.1,37.7,0,296300,1374148
R-ip 15,U-ip 0.38,0.4,20,60,Renew Gas,20,N,HP,110.7,1.1,38.4,0,298070,1399339
R-ip 15,U-ip 0.38,0.25,30,60,Renew Gas,20,N,HP,111.6,1.1,39.8,0,300710,1436922
R-ip 15,U-ip 0.38,0.25,20,60,Renew Gas,20,N,HP,112.3,1.1,40.5,0,302636,1464331
R-ip 8,U-ip 0.15,0.4,30,60,ASHP,20,N,HP,96.3,1.2,34.5,7,315418,2377590
R-ip 8,U-ip 0.15,0.4,20,60,ASHP,20,N,HP,96.9,1.2,35.1,7,316979,2399816
R-ip 8,U-ip 0.15,0.25,30,60,ASHP,20,N,HP,97.5,1.3,36.1,7,318672,2423908
R-ip 8,U-ip 0.15,0.25,20,60,ASHP,20,N,HP,98.1,1.3,36.9,7,320420,2448784
R-ip 8,U-ip 0.25,0.4,30,60,ASHP,20,N,HP,98.9,1.3,37.8,7,322780,2482374
R-ip 8,U-ip 0.25,0.4,20,60,ASHP,20,N,HP,99.6,1.3,38.5,7,324545,2507501
R-ip 8,U-ip 0.25,0.25,30,60,ASHP,20,N,HP,100.5,1.3,39.8,7,327177,2544972
R-ip 8,U-ip 0.25,0.25,20,60,ASHP,20,N,HP,101.2,1.3,40.6,6,329068,2571876
R-ip 8,U-ip 0.38,0.4,30,60,ASHP,20,N,HP,103,1.3,42.7,6,334048,2642757
R-ip 8,U-ip 0.38,0.4,20,60,ASHP,20,N,HP,103.6,1.3,43.5,6,335933,2669587
R-ip 8,U-ip 0.38,0.25,30,60,ASHP,20,N,HP,104.9,1.3,45.1,5,339491,2720241
R-ip 8,U-ip 0.38,0.25,20,60,ASHP,20,N,HP,105.6,1.3,45.8,5,341517,2749075
R-ip 15,U-ip 0.15,0.4,30,60,ASHP,20,N,HP,93.3,1.2,30.6,0,307128,2259591
R-ip 15,U-ip 0.15,0.4,20,60,ASHP,20,N,HP,93.7,1.2,31.1,0,308187,2274674
R-ip 15,U-ip 0.15,0.25,30,60,ASHP,20,N,HP,94,1.2,31.9,0,309033,2286708
R-ip 15,U-ip 0.15,0.25,20,60,ASHP,20,N,HP,94.5,1.2,32.4,0,310300,2304744
R-ip 15,U-ip 0.25,0.4,30,60,ASHP,20,N,HP,95.2,1.2,33.4,0,312284,2332990
R-ip 15,U-ip 0.25,0.4,20,60,ASHP,20,N,HP,95.7,1.2,34,0,313693,2353037
R-ip 15,U-ip 0.25,0.25,30,60,ASHP,20,N,HP,96.3,1.2,35,0,315308,2376028
R-ip 15,U-ip 0.25,0.25,20,60,ASHP,20,N,HP,96.9,1.2,35.7,0,316971,2399694
R-ip 15,U-ip 0.38,0.4,30,60,ASHP,20,N,HP,98.5,1.3,37.7,0,321700,2467014
R-ip 15,U-ip 0.38,0.4,20,60,ASHP,20,N,HP,99.2,1.3,38.4,0,323470,2492206
R-ip 15,U-ip 0.38,0.25,30,60,ASHP,20,N,HP,100.1,1.3,39.8,0,326111,2529788
R-ip 15,U-ip 0.38,0.25,20,60,ASHP,20,N,HP,100.8,1.3,40.5,0,328036,2557197
R-ip 8,U-ip 0.15,0.4,30,60,Gas,20,N,Gas,111,5.7,34.5,9,275714,761072
R-ip 8,U-ip 0.15,0.4,20,60,Gas,20,N,Gas,111.6,5.7,35.1,9,277276,783297
R-ip 8,U-ip 0.15,0.25,30,60,Gas,20,N,Gas,112.2,5.8,36.1,9,278968,807390
R-ip 8,U-ip 0.15,0.25,20,60,Gas,20,N,Gas,112.8,5.8,36.9,9,280716,832266
R-ip 8,U-ip 0.25,0.4,30,60,Gas,20,N,Gas,113.7,5.8,37.8,8,283076,865855
R-ip 8,U-ip 0.25,0.4,20,60,Gas,20,N,Gas,114.3,5.8,38.5,8,284841,890983
R-ip 8,U-ip 0.25,0.25,30,60,Gas,20,N,Gas,115.2,5.8,39.8,8,287474,928453
R-ip 8,U-ip 0.25,0.25,20,60,Gas,20,N,Gas,115.9,5.8,40.6,8,289364,955357
R-ip 8,U-ip 0.38,0.4,30,60,Gas,20,N,Gas,117.7,5.8,42.7,7,294344,1026239
R-ip 8,U-ip 0.38,0.4,20,60,Gas,20,N,Gas,118.3,5.8,43.5,7,296229,1053068
R-ip 8,U-ip 0.38,0.25,30,60,Gas,20,N,Gas,119.6,5.8,45.1,7,299788,1103723
R-ip 8,U-ip 0.38,0.25,20,60,Gas,20,N,Gas,120.3,5.8,45.8,7,301814,1132557
R-ip 15,U-ip 0.15,0.4,30,60,Gas,20,N,Gas,108.1,5.7,30.6,0,267424,643073
R-ip 15,U-ip 0.15,0.4,20,60,Gas,20,N,Gas,108.4,5.7,31.1,0,268484,658156
R-ip 15,U-ip 0.15,0.25,30,60,Gas,20,N,Gas,108.7,5.7,31.9,0,269329,670190
R-ip 15,U-ip 0.15,0.25,20,60,Gas,20,N,Gas,109.2,5.7,32.4,0,270596,688225
R-ip 15,U-ip 0.25,0.4,30,60,Gas,20,N,Gas,109.9,5.7,33.4,0,272581,716472
R-ip 15,U-ip 0.25,0.4,20,60,Gas,20,N,Gas,110.4,5.7,34,0,273989,736518
R-ip 15,U-ip 0.25,0.25,30,60,Gas,20,N,Gas,111,5.7,35,0,275604,759510
R-ip 15,U-ip 0.25,0.25,20,60,Gas,20,N,Gas,111.6,5.7,35.7,0,277267,783175
R-ip 15,U-ip 0.38,0.4,30,60,Gas,20,N,Gas,113.3,5.8,37.7,0,281997,850496
R-ip 15,U-ip 0.38,0.4,20,60,Gas,20,N,Gas,113.9,5.8,38.4,0,283767,875687
R-ip 15,U-ip 0.38,0.25,30,60,Gas,20,N,Gas,114.8,5.8,39.8,0,286407,913270
R-ip 15,U-ip 0.38,0.25,20,60,Gas,20,N,Gas,115.5,5.8,40.5,0,288333,940679
R-ip 8,U-ip 0.15,0.4,30,60,ASHP,20,N,Gas,99.5,2,34.5,8,311770,2005601
R-ip 8,U-ip 0.15,0.4,20,60,ASHP,20,N,Gas,100.1,2.1,35.1,8,313332,2027826
R-ip 8,U-ip 0.15,0.25,30,60,ASHP,20,N,Gas,100.7,2.1,36.1,8,315024,2051918
R-ip 8,U-ip 0.15,0.25,20,60,ASHP,20,N,Gas,101.3,2.1,36.9,7,316772,2076795
R-ip 8,U-ip 0.25,0.4,30,60,ASHP,20,N,Gas,102.1,2.1,37.8,7,319132,2110384
R-ip 8,U-ip 0.25,0.4,20,60,ASHP,20,N,Gas,102.8,2.1,38.5,7,320897,2135512
R-ip 8,U-ip 0.25,0.25,30,60,ASHP,20,N,Gas,103.7,2.1,39.8,7,323530,2172982
R-ip 8,U-ip 0.25,0.25,20,60,ASHP,20,N,Gas,104.4,2.1,40.6,7,325420,2199886
R-ip 8,U-ip 0.38,0.4,30,60,ASHP,20,N,Gas,106.1,2.1,42.7,6,330400,2270768
R-ip 8,U-ip 0.38,0.4,20,60,ASHP,20,N,Gas,106.8,2.1,43.5,6,332285,2297597
R-ip 8,U-ip 0.38,0.25,30,60,ASHP,20,N,Gas,108.1,2.1,45.1,6,335844,2348252
R-ip 8,U-ip 0.38,0.25,20,60,ASHP,20,N,Gas,108.8,2.1,45.8,6,337870,2377086
R-ip 15,U-ip 0.15,0.4,30,60,ASHP,20,N,Gas,96.5,2,30.6,0,303480,1887602
R-ip 15,U-ip 0.15,0.4,20,60,ASHP,20,N,Gas,96.9,2,31.1,0,304540,1902685
R-ip 15,U-ip 0.15,0.25,30,60,ASHP,20,N,Gas,97.2,2,31.9,0,305385,1914719
R-ip 15,U-ip 0.15,0.25,20,60,ASHP,20,N,Gas,97.7,2,32.4,0,306652,1932754
R-ip 15,U-ip 0.25,0.4,30,60,ASHP,20,N,Gas,98.4,2,33.4,0,308637,1961001
R-ip 15,U-ip 0.25,0.4,20,60,ASHP,20,N,Gas,98.9,2,34,0,310045,1981047
R-ip 15,U-ip 0.25,0.25,30,60,ASHP,20,N,Gas,99.5,2,35,0,311660,2004039
R-ip 15,U-ip 0.25,0.25,20,60,ASHP,20,N,Gas,100.1,2.1,35.7,0,313323,2027704
R-ip 15,U-ip 0.38,0.4,30,60,ASHP,20,N,Gas,101.7,2.1,37.7,0,318053,2095025
R-ip 15,U-ip 0.38,0.4,20,60,ASHP,20,N,Gas,102.4,2.1,38.4,0,319823,2120216
R-ip 15,U-ip 0.38,0.25,30,60,ASHP,20,N,Gas,103.3,2.1,39.8,0,322463,2157799
R-ip 15,U-ip 0.38,0.25,20,60,ASHP,20,N,Gas,104,2.1,40.5,0,324389,2185208
R-ip 8,U-ip 0.15,0.4,30,60,Renew Gas,20,N,Renew Gas,111,1,34.5,7,288652,945218
R-ip 8,U-ip 0.15,0.4,20,60,Renew Gas,20,N,Renew Gas,111.6,1,35.1,7,290213,967443
R-ip 8,U-ip 0.15,0.25,30,60,Renew Gas,20,N,Renew Gas,112.2,1,36.1,7,291906,991535
R-ip 8,U-ip 0.15,0.25,20,60,Renew Gas,20,N,Renew Gas,112.8,1,36.9,7,293654,1016412
R-ip 8,U-ip 0.25,0.4,30,60,Renew Gas,20,N,Renew Gas,113.7,1.1,37.8,7,296013,1050001
R-ip 8,U-ip 0.25,0.4,20,60,Renew Gas,20,N,Renew Gas,114.3,1.1,38.5,7,297779,1075129
R-ip 8,U-ip 0.25,0.25,30,60,Renew Gas,20,N,Renew Gas,115.2,1.1,39.8,6,300411,1112599
R-ip 8,U-ip 0.25,0.25,20,60,Renew Gas,20,N,Renew Gas,115.9,1.1,40.6,6,302302,1139503
R-ip 8,U-ip 0.38,0.4,30,60,Renew Gas,20,N,Renew Gas,117.7,1.1,42.7,6,307281,1210385
R-ip 8,U-ip 0.38,0.4,20,60,Renew Gas,20,N,Renew Gas,118.3,1.1,43.5,6,309166,1237214
R-ip 8,U-ip 0.38,0.25,30,60,Renew Gas,20,N,Renew Gas,119.6,1.1,45.1,5,312725,1287869
R-ip 8,U-ip 0.38,0.25,20,60,Renew Gas,20,N,Renew Gas,120.3,1.1,45.8,5,314751,1316703
R-ip 15,U-ip 0.15,0.4,30,60,Renew Gas,20,N,Renew Gas,108.1,1,30.6,0,280361,827218
R-ip 15,U-ip 0.15,0.4,20,60,Renew Gas,20,N,Renew Gas,108.4,1,31.1,0,281421,842302
R-ip 15,U-ip 0.15,0.25,30,60,Renew Gas,20,N,Renew Gas,108.7,1,31.9,0,282267,854336
R-ip 15,U-ip 0.15,0.25,20,60,Renew Gas,20,N,Renew Gas,109.2,1,32.4,0,283534,872371
R-ip 15,U-ip 0.25,0.4,30,60,Renew Gas,20,N,Renew Gas,109.9,1,33.4,0,285518,900617
R-ip 15,U-ip 0.25,0.4,20,60,Renew Gas,20,N,Renew Gas,110.4,1,34,0,286927,920664
R-ip 15,U-ip 0.25,0.25,30,60,Renew Gas,20,N,Renew Gas,111,1,35,0,288542,943656
R-ip 15,U-ip 0.25,0.25,20,60,Renew Gas,20,N,Renew Gas,111.6,1,35.7,0,290205,967321
R-ip 15,U-ip 0.38,0.4,30,60,Renew Gas,20,N,Renew Gas,113.3,1,37.7,0,294934,1034641
R-ip 15,U-ip 0.38,0.4,20,60,Renew Gas,20,N,Renew Gas,113.9,1.1,38.4,0,296704,1059833
R-ip 15,U-ip 0.38,0.25,30,60,Renew Gas,20,N,Renew Gas,114.8,1.1,39.8,0,299345,1097416
R-ip 15,U-ip 0.38,0.25,20,60,Renew Gas,20,N,Renew Gas,115.5,1.1,40.5,0,301270,1124825
R-ip 8,U-ip 0.15,0.4,30,60,ASHP,20,N,Renew Gas,99.5,1.2,34.5,8,314052,2038084
R-ip 8,U-ip 0.15,0.4,20,60,ASHP,20,N,Renew Gas,100.1,1.2,35.1,7,315614,2060309
R-ip 8,U-ip 0.15,0.25,30,60,ASHP,20,N,Renew Gas,100.7,1.2,36.1,7,317306,2084401
R-ip 8,U-ip 0.15,0.25,20,60,ASHP,20,N,Renew Gas,101.3,1.2,36.9,7,319054,2109278
R-ip 8,U-ip 0.25,0.4,30,60,ASHP,20,N,Renew Gas,102.1,1.2,37.8,7,321414,2142867
R-ip 8,U-ip 0.25,0.4,20,60,ASHP,20,N,Renew Gas,102.8,1.2,38.5,7,323179,2167995
R-ip 8,U-ip 0.25,0.25,30,60,ASHP,20,N,Renew Gas,103.7,1.3,39.8,7,325812,2205465
R-ip 8,U-ip 0.25,0.25,20,60,ASHP,20,N,Renew Gas,104.4,1.3,40.6,7,327702,2232369
R-ip 8,U-ip 0.38,0.4,30,60,ASHP,20,N,Renew Gas,106.1,1.3,42.7,6,332682,2303251
R-ip 8,U-ip 0.38,0.4,20,60,ASHP,20,N,Renew Gas,106.8,1.3,43.5,6,334567,2330080
R-ip 8,U-ip 0.38,0.25,30,60,ASHP,20,N,Renew Gas,108.1,1.3,45.1,6,338126,2380735
R-ip 8,U-ip 0.38,0.25,20,60,ASHP,20,N,Renew Gas,108.8,1.3,45.8,5,340152,2409569
R-ip 15,U-ip 0.15,0.4,30,60,ASHP,20,N,Renew Gas,96.5,1.2,30.6,0,305762,1920085
R-ip 15,U-ip 0.15,0.4,20,60,ASHP,20,N,Renew Gas,96.9,1.2,31.1,0,306822,1935168
R-ip 15,U-ip 0.15,0.25,30,60,ASHP,20,N,Renew Gas,97.2,1.2,31.9,0,307667,1947202
R-ip 15,U-ip 0.15,0.25,20,60,ASHP,20,N,Renew Gas,97.7,1.2,32.4,0,308934,1965237
R-ip 15,U-ip 0.25,0.4,30,60,ASHP,20,N,Renew Gas,98.4,1.2,33.4,0,310919,1993484
R-ip 15,U-ip 0.25,0.4,20,60,ASHP,20,N,Renew Gas,98.9,1.2,34,0,312327,2013530
R-ip 15,U-ip 0.25,0.25,30,60,ASHP,20,N,Renew Gas,99.5,1.2,35,0,313943,2036522
R-ip 15,U-ip 0.25,0.25,20,60,ASHP,20,N,Renew Gas,100.1,1.2,35.7,0,315605,2060187
R-ip 15,U-ip 0.38,0.4,30,60,ASHP,20,N,Renew Gas,101.7,1.2,37.7,0,320335,2127508
R-ip 15,U-ip 0.38,0.4,20,60,ASHP,20,N,Renew Gas,102.4,1.2,38.4,0,322105,2152699
R-ip 15,U-ip 0.38,0.25,30,60,ASHP,20,N,Renew Gas,103.3,1.3,39.8,0,324745,2190282
R-ip 15,U-ip 0.38,0.25,20,60,ASHP,20,N,Renew Gas,104,1.3,40.5,0,326671,2217691
R-ip 8,U-ip 0.15,0.4,30,0,Gas,20,N,HP,122.6,5.3,49.5,0,362407,2315087
R-ip 8,U-ip 0.15,0.4,20,0,Gas,20,N,HP,123.2,5.3,50.2,0,363969,2337312
R-ip 8,U-ip 0.15,0.25,30,0,Gas,20,N,HP,123.8,5.3,51.2,0,365661,2361404
R-ip 8,U-ip 0.15,0.25,20,0,Gas,20,N,HP,124.4,5.3,51.9,0,367409,2386281
R-ip 8,U-ip 0.25,0.4,30,0,Gas,20,N,HP,125.3,5.3,52.9,0,369769,2419870
R-ip 8,U-ip 0.25,0.4,20,0,Gas,20,N,HP,125.9,5.3,53.6,0,371534,2444998
R-ip 8,U-ip 0.25,0.25,30,0,Gas,20,N,HP,126.8,5.3,54.9,0,374167,2482468
R-ip 8,U-ip 0.25,0.25,20,0,Gas,20,N,HP,127.5,5.3,55.7,0,376057,2509372
R-ip 8,U-ip 0.38,0.4,30,0,Gas,20,N,HP,129.3,5.3,57.7,0,381037,2580254
R-ip 8,U-ip 0.38,0.4,20,0,Gas,20,N,HP,130,5.3,58.5,0,382922,2607083
R-ip 8,U-ip 0.38,0.25,30,0,Gas,20,N,HP,131.2,5.4,60.1,0,386481,2657738
R-ip 8,U-ip 0.38,0.25,20,0,Gas,20,N,HP,132,5.4,60.9,0,388507,2686572
R-ip 15,U-ip 0.15,0.4,30,0,Gas,20,N,HP,119.7,5.2,45.6,0,354117,2197087
R-ip 15,U-ip 0.15,0.4,20,0,Gas,20,N,HP,120.1,5.2,46.2,0,355177,2212171
R-ip 15,U-ip 0.15,0.25,30,0,Gas,20,N,HP,120.4,5.2,46.9,0,356022,2224205
R-ip 15,U-ip 0.15,0.25,20,0,Gas,20,N,HP,120.8,5.2,47.5,0,357289,2242240
R-ip 15,U-ip 0.25,0.4,30,0,Gas,20,N,HP,121.5,5.2,48.4,0,359274,2270487
R-ip 15,U-ip 0.25,0.4,20,0,Gas,20,N,HP,122,5.3,49,0,360682,2290533
R-ip 15,U-ip 0.25,0.25,30,0,Gas,20,N,HP,122.6,5.3,50,0,362297,2313525
R-ip 15,U-ip 0.25,0.25,20,0,Gas,20,N,HP,123.2,5.3,50.7,0,363960,2337190
R-ip 15,U-ip 0.38,0.4,30,0,Gas,20,N,HP,124.9,5.3,52.7,0,368690,2404511
R-ip 15,U-ip 0.38,0.4,20,0,Gas,20,N,HP,125.5,5.3,53.5,0,370460,2429702
R-ip 15,U-ip 0.38,0.25,30,0,Gas,20,N,HP,126.5,5.3,54.8,0,373100,2467285
R-ip 15,U-ip 0.38,0.25,20,0,Gas,20,N,HP,127.1,5.3,55.6,0,375026,2494694
R-ip 8,U-ip 0.15,0.4,30,0,Renew Gas,20,N,HP,122.6,1.4,49.5,0,373063,2466750
R-ip 8,U-ip 0.15,0.4,20,0,Renew Gas,20,N,HP,123.2,1.4,50.2,0,374624,2488975
R-ip 8,U-ip 0.15,0.25,30,0,Renew Gas,20,N,HP,123.8,1.4,51.2,0,376317,2513067
R-ip 8,U-ip 0.15,0.25,20,0,Renew Gas,20,N,HP,124.4,1.4,51.9,0,378064,2537944
R-ip 8,U-ip 0.25,0.4,30,0,Renew Gas,20,N,HP,125.3,1.4,52.9,0,380424,2571533
R-ip 8,U-ip 0.25,0.4,20,0,Renew Gas,20,N,HP,125.9,1.4,53.6,0,382190,2596661
R-ip 8,U-ip 0.25,0.25,30,0,Renew Gas,20,N,HP,126.8,1.4,54.9,0,384822,2634131
R-ip 8,U-ip 0.25,0.25,20,0,Renew Gas,20,N,HP,127.5,1.4,55.7,0,386712,2661035
R-ip 8,U-ip 0.38,0.4,30,0,Renew Gas,20,N,HP,129.3,1.4,57.7,0,391692,2731916
R-ip 8,U-ip 0.38,0.4,20,0,Renew Gas,20,N,HP,130,1.5,58.5,0,393577,2758746
R-ip 8,U-ip 0.38,0.25,30,0,Renew Gas,20,N,HP,131.2,1.5,60.1,0,397136,2809401
R-ip 8,U-ip 0.38,0.25,20,0,Renew Gas,20,N,HP,132,1.5,60.9,0,399162,2838235
R-ip 15,U-ip 0.15,0.4,30,0,Renew Gas,20,N,HP,119.7,1.3,45.6,0,364772,2348750
R-ip 15,U-ip 0.15,0.4,20,0,Renew Gas,20,N,HP,120.1,1.3,46.2,0,365832,2363834
R-ip 15,U-ip 0.15,0.25,30,0,Renew Gas,20,N,HP,120.4,1.3,46.9,0,366677,2375867
R-ip 15,U-ip 0.15,0.25,20,0,Renew Gas,20,N,HP,120.8,1.4,47.5,0,367945,2393903
R-ip 15,U-ip 0.25,0.4,30,0,Renew Gas,20,N,HP,121.5,1.4,48.4,0,369929,2422149
R-ip 15,U-ip 0.25,0.4,20,0,Renew Gas,20,N,HP,122,1.4,49,0,371338,2442196
R-ip 15,U-ip 0.25,0.25,30,0,Renew Gas,20,N,HP,122.6,1.4,50,0,372953,2465188
R-ip 15,U-ip 0.25,0.25,20,0,Renew Gas,20,N,HP,123.2,1.4,50.7,0,374615,2488853
R-ip 15,U-ip 0.38,0.4,30,0,Renew Gas,20,N,HP,124.9,1.4,52.7,0,379345,2556173
R-ip 15,U-ip 0.38,0.4,20,0,Renew Gas,20,N,HP,125.5,1.4,53.5,0,381115,2581365
R-ip 15,U-ip 0.38,0.25,30,0,Renew Gas,20,N,HP,126.5,1.4,54.8,0,383756,2618948
R-ip 15,U-ip 0.38,0.25,20,0,Renew Gas,20,N,HP,127.1,1.4,55.6,0,385681,2646356
R-ip 8,U-ip 0.15,0.4,30,0,ASHP,20,N,HP,111.1,1.6,49.5,0,398463,3559616
R-ip 8,U-ip 0.15,0.4,20,0,ASHP,20,N,HP,111.7,1.6,50.2,0,400025,3581841
R-ip 8,U-ip 0.15,0.25,30,0,ASHP,20,N,HP,112.3,1.6,51.2,0,401717,3605933
R-ip 8,U-ip 0.15,0.25,20,0,ASHP,20,N,HP,112.9,1.6,51.9,0,403465,3630810
R-ip 8,U-ip 0.25,0.4,30,0,ASHP,20,N,HP,113.8,1.6,52.9,0,405825,3664399
R-ip 8,U-ip 0.25,0.4,20,0,ASHP,20,N,HP,114.4,1.6,53.6,0,407590,3689527
R-ip 8,U-ip 0.25,0.25,30,0,ASHP,20,N,HP,115.3,1.6,54.9,0,410223,3726997
R-ip 8,U-ip 0.25,0.25,20,0,ASHP,20,N,HP,116,1.6,55.7,0,412113,3753901
R-ip 8,U-ip 0.38,0.4,30,0,ASHP,20,N,HP,117.8,1.6,57.7,0,417093,3824783
R-ip 8,U-ip 0.38,0.4,20,0,ASHP,20,N,HP,118.4,1.6,58.5,0,418978,3851612
R-ip 8,U-ip 0.38,0.25,30,0,ASHP,20,N,HP,119.7,1.7,60.1,0,422537,3902267
R-ip 8,U-ip 0.38,0.25,20,0,ASHP,20,N,HP,120.4,1.7,60.9,0,424563,3931101
R-ip 15,U-ip 0.15,0.4,30,0,ASHP,20,N,HP,108.2,1.5,45.6,0,390173,3441616
R-ip 15,U-ip 0.15,0.4,20,0,ASHP,20,N,HP,108.5,1.5,46.2,0,391233,3456700
R-ip 15,U-ip 0.15,0.25,30,0,ASHP,20,N,HP,108.8,1.5,46.9,0,392078,3468734
R-ip 15,U-ip 0.15,0.25,20,0,ASHP,20,N,HP,109.3,1.5,47.5,0,393345,3486769
R-ip 15,U-ip 0.25,0.4,30,0,ASHP,20,N,HP,110,1.6,48.4,0,395330,3515015
R-ip 15,U-ip 0.25,0.4,20,0,ASHP,20,N,HP,110.5,1.6,49,0,396738,3535062
R-ip 15,U-ip 0.25,0.25,30,0,ASHP,20,N,HP,111.1,1.6,50,0,398353,3558054
R-ip 15,U-ip 0.25,0.25,20,0,ASHP,20,N,HP,111.7,1.6,50.7,0,400016,3581719
R-ip 15,U-ip 0.38,0.4,30,0,ASHP,20,N,HP,113.4,1.6,52.7,0,404746,3649039
R-ip 15,U-ip 0.38,0.4,20,0,ASHP,20,N,HP,114,1.6,53.5,0,406516,3674231
R-ip 15,U-ip 0.38,0.25,30,0,ASHP,20,N,HP,114.9,1.6,54.8,0,409156,3711814
R-ip 15,U-ip 0.38,0.25,20,0,ASHP,20,N,HP,115.6,1.6,55.6,0,411082,3739223
R-ip 8,U-ip 0.15,0.4,30,0,Gas,20,N,Gas,125.8,6.1,49.5,0,358760,1943098
R-ip 8,U-ip 0.15,0.4,20,0,Gas,20,N,Gas,126.4,6.1,50.2,0,360321,1965323
R-ip 8,U-ip 0.15,0.25,30,0,Gas,20,N,Gas,127,6.1,51.2,0,362014,1989415
R-ip 8,U-ip 0.15,0.25,20,0,Gas,20,N,Gas,127.6,6.1,51.9,0,363761,2014292
R-ip 8,U-ip 0.25,0.4,30,0,Gas,20,N,Gas,128.5,6.1,52.9,0,366121,2047881
R-ip 8,U-ip 0.25,0.4,20,0,Gas,20,N,Gas,129.1,6.1,53.6,0,367887,2073009
R-ip 8,U-ip 0.25,0.25,30,0,Gas,20,N,Gas,130,6.1,54.9,0,370519,2110479
R-ip 8,U-ip 0.25,0.25,20,0,Gas,20,N,Gas,130.7,6.1,55.7,0,372409,2137383
R-ip 8,U-ip 0.38,0.4,30,0,Gas,20,N,Gas,132.5,6.1,57.7,0,377389,2208264
R-ip 8,U-ip 0.38,0.4,20,0,Gas,20,N,Gas,133.2,6.1,58.5,0,379274,2235094
R-ip 8,U-ip 0.38,0.25,30,0,Gas,20,N,Gas,134.4,6.2,60.1,0,382833,2285749
R-ip 8,U-ip 0.38,0.25,20,0,Gas,20,N,Gas,135.2,6.2,60.9,0,384859,2314583
R-ip 15,U-ip 0.15,0.4,30,0,Gas,20,N,Gas,122.9,6,45.6,0,350469,1825098
R-ip 15,U-ip 0.15,0.4,20,0,Gas,20,N,Gas,123.3,6,46.2,0,351529,1840182
R-ip 15,U-ip 0.15,0.25,30,0,Gas,20,N,Gas,123.6,6,46.9,0,352374,1852215
R-ip 15,U-ip 0.15,0.25,20,0,Gas,20,N,Gas,124,6,47.5,0,353642,1870251
R-ip 15,U-ip 0.25,0.4,30,0,Gas,20,N,Gas,124.7,6.1,48.4,0,355626,1898497
R-ip 15,U-ip 0.25,0.4,20,0,Gas,20,N,Gas,125.2,6.1,49,0,357034,1918544
R-ip 15,U-ip 0.25,0.25,30,0,Gas,20,N,Gas,125.8,6.1,50,0,358650,1941535
R-ip 15,U-ip 0.25,0.25,20,0,Gas,20,N,Gas,126.4,6.1,50.7,0,360312,1965201
R-ip 15,U-ip 0.38,0.4,30,0,Gas,20,N,Gas,128.1,6.1,52.7,0,365042,2032521
R-ip 15,U-ip 0.38,0.4,20,0,Gas,20,N,Gas,128.7,6.1,53.5,0,366812,2057713
R-ip 15,U-ip 0.38,0.25,30,0,Gas,20,N,Gas,129.7,6.1,54.8,0,369453,2095296
