Wall:R-Value:Input,Window:U-Value:Input,SHGC:NA:Input,Roof:NA:Input,Res HRV:(%):Input,SHW:Type:Input,SHW Reduce:NA:Input,Appliances:NA:Input,MUA:NA:Input,TEUI:(kWh/m2):Output:120,GHGI:(kgCO2/m2):Output:100,TEDI:(kWh/m2):Output:200,LEED:Pts:Output:100,Energy Cost:($):Output:100,NPV:NA:Output:100
R-ip 15,U-ip 0.25,0.4,20,90,ASHP,0,Y,Renew Gas,93.2,1.1,27.1,0,280601,1561951
R-ip 15,U-ip 0.25,0.25,30,90,ASHP,0,Y,Renew Gas,93.8,1.1,28.2,0,282216,1584943
R-ip 15,U-ip 0.25,0.25,20,90,ASHP,0,Y,Renew Gas,94.4,1.1,28.9,0,283879,1608608
R-ip 15,U-ip 0.38,0.4,30,90,ASHP,0,Y,Renew Gas,96.1,1.1,30.9,0,288608,1675928
R-ip 15,U-ip 0.38,0.4,20,90,ASHP,0,Y,Renew Gas,96.7,1.1,31.6,0,290378,1701120
R-ip 15,U-ip 0.38,0.25,30,90,ASHP,0,Y,Renew Gas,97.7,1.1,32.9,0,293019,1738703
R-ip 15,U-ip 0.38,0.25,20,90,ASHP,0,Y,Renew Gas,98.3,1.1,33.7,0,294944,1766112
R-ip 8,U-ip 0.15,0.4,30,60,Gas,0,Y,HP,111.7,5.9,34.5,9,275885,1083577
R-ip 8,U-ip 0.15,0.4,20,60,Gas,0,Y,HP,112.3,5.9,35.1,9,277447,1105802
R-ip 8,U-ip 0.15,0.25,30,60,Gas,0,Y,HP,112.9,5.9,36.1,9,279139,1129894
R-ip 8,U-ip 0.15,0.25,20,60,Gas,0,Y,HP,113.5,5.9,36.9,8,280887,1154771
R-ip 8,U-ip 0.25,0.4,30,60,Gas,0,Y,HP,114.3,5.9,37.8,8,283247,1188360
R-ip 8,U-ip 0.25,0.4,20,60,Gas,0,Y,HP,115,5.9,38.5,8,285012,1213488
R-ip 8,U-ip 0.25,0.25,30,60,Gas,0,Y,HP,115.9,5.9,39.8,8,287645,1250958
R-ip 8,U-ip 0.25,0.25,20,60,Gas,0,Y,HP,116.6,5.9,40.6,8,289535,1277862
R-ip 8,U-ip 0.38,0.4,30,60,Gas,0,Y,HP,118.3,6,42.7,7,294515,1348744
R-ip 8,U-ip 0.38,0.4,20,60,Gas,0,Y,HP,119,6,43.5,7,296400,1375573
R-ip 8,U-ip 0.38,0.25,30,60,Gas,0,Y,HP,120.3,6,45.1,7,299959,1426228
R-ip 8,U-ip 0.38,0.25,20,60,Gas,0,Y,HP,121,6,45.8,6,301985,1455062
R-ip 15,U-ip 0.15,0.4,30,60,Gas,0,Y,HP,108.7,5.8,30.6,0,267595,965577
R-ip 15,U-ip 0.15,0.4,20,60,Gas,0,Y,HP,109.1,5.9,31.1,0,268655,980661
R-ip 15,U-ip 0.15,0.25,30,60,Gas,0,Y,HP,109.4,5.9,31.9,0,269500,992695
R-ip 15,U-ip 0.15,0.25,20,60,Gas,0,Y,HP,109.9,5.9,32.4,0,270767,1010730
R-ip 15,U-ip 0.25,0.4,30,60,Gas,0,Y,HP,110.6,5.9,33.4,0,272752,1038977
R-ip 15,U-ip 0.25,0.4,20,60,Gas,0,Y,HP,111.1,5.9,34,0,274160,1059023
R-ip 15,U-ip 0.25,0.25,30,60,Gas,0,Y,HP,111.7,5.9,35,0,275775,1082015
R-ip 15,U-ip 0.25,0.25,20,60,Gas,0,Y,HP,112.3,5.9,35.7,0,277438,1105680
R-ip 15,U-ip 0.38,0.4,30,60,Gas,0,Y,HP,113.9,5.9,37.7,0,282168,1173001
R-ip 15,U-ip 0.38,0.4,20,60,Gas,0,Y,HP,114.6,5.9,38.4,0,283938,1198192
R-ip 15,U-ip 0.38,0.25,30,60,Gas,0,Y,HP,115.5,5.9,39.8,0,286578,1235775
R-ip 15,U-ip 0.38,0.25,20,60,Gas,0,Y,HP,116.2,5.9,40.5,0,288504,1263184
R-ip 8,U-ip 0.15,0.4,30,60,Renew Gas,0,Y,HP,111.7,1,34.5,7,289204,1273155
R-ip 8,U-ip 0.15,0.4,20,60,Renew Gas,0,Y,HP,112.3,1,35.1,7,290766,1295381
R-ip 8,U-ip 0.15,0.25,30,60,Renew Gas,0,Y,HP,112.9,1,36.1,7,292459,1319473
R-ip 8,U-ip 0.15,0.25,20,60,Renew Gas,0,Y,HP,113.5,1,36.9,7,294206,1344349
R-ip 8,U-ip 0.25,0.4,30,60,Renew Gas,0,Y,HP,114.3,1.1,37.8,7,296566,1377939
R-ip 8,U-ip 0.25,0.4,20,60,Renew Gas,0,Y,HP,115,1.1,38.5,7,298332,1403066
R-ip 8,U-ip 0.25,0.25,30,60,Renew Gas,0,Y,HP,115.9,1.1,39.8,6,300964,1440537
R-ip 8,U-ip 0.25,0.25,20,60,Renew Gas,0,Y,HP,116.6,1.1,40.6,6,302854,1467441
R-ip 8,U-ip 0.38,0.4,30,60,Renew Gas,0,Y,HP,118.3,1.1,42.7,6,307834,1538322
R-ip 8,U-ip 0.38,0.4,20,60,Renew Gas,0,Y,HP,119,1.1,43.5,5,309719,1565152
R-ip 8,U-ip 0.38,0.25,30,60,Renew Gas,0,Y,HP,120.3,1.1,45.1,5,313278,1615806
R-ip 8,U-ip 0.38,0.25,20,60,Renew Gas,0,Y,HP,121,1.1,45.8,4,315304,1644640
R-ip 15,U-ip 0.15,0.4,30,60,Renew Gas,0,Y,HP,108.7,1,30.6,0,280914,1155156
R-ip 15,U-ip 0.15,0.4,20,60,Renew Gas,0,Y,HP,109.1,1,31.1,0,281974,1170239
R-ip 15,U-ip 0.15,0.25,30,60,Renew Gas,0,Y,HP,109.4,1,31.9,0,282819,1182273
R-ip 15,U-ip 0.15,0.25,20,60,Renew Gas,0,Y,HP,109.9,1,32.4,0,284086,1200309
R-ip 15,U-ip 0.25,0.4,30,60,Renew Gas,0,Y,HP,110.6,1,33.4,0,286071,1228555
R-ip 15,U-ip 0.25,0.4,20,60,Renew Gas,0,Y,HP,111.1,1,34,0,287479,1248602
R-ip 15,U-ip 0.25,0.25,30,60,Renew Gas,0,Y,HP,111.7,1,35,0,289095,1271593
R-ip 15,U-ip 0.25,0.25,20,60,Renew Gas,0,Y,HP,112.3,1,35.7,0,290757,1295258
R-ip 15,U-ip 0.38,0.4,30,60,Renew Gas,0,Y,HP,113.9,1,37.7,0,295487,1362579
R-ip 15,U-ip 0.38,0.4,20,60,Renew Gas,0,Y,HP,114.6,1.1,38.4,0,297257,1387771
R-ip 15,U-ip 0.38,0.25,30,60,Renew Gas,0,Y,HP,115.5,1.1,39.8,0,299897,1425353
R-ip 15,U-ip 0.38,0.25,20,60,Renew Gas,0,Y,HP,116.2,1.1,40.5,0,301823,1452762
R-ip 8,U-ip 0.15,0.4,30,60,ASHP,0,Y,HP,97.3,1.3,34.5,7,320955,2456406
R-ip 8,U-ip 0.15,0.4,20,60,ASHP,0,Y,HP,97.9,1.3,35.1,7,322517,2478632
R-ip 8,U-ip 0.15,0.25,30,60,ASHP,0,Y,HP,98.5,1.3,36.1,7,324209,2502724
R-ip 8,U-ip 0.15,0.25,20,60,ASHP,0,Y,HP,99.1,1.3,36.9,7,325957,2527601
R-ip 8,U-ip 0.25,0.4,30,60,ASHP,0,Y,HP,99.9,1.3,37.8,6,328317,2561190
R-ip 8,U-ip 0.25,0.4,20,60,ASHP,0,Y,HP,100.6,1.3,38.5,6,330082,2586317
R-ip 8,U-ip 0.25,0.25,30,60,ASHP,0,Y,HP,101.5,1.3,39.8,6,332715,2623788
R-ip 8,U-ip 0.25,0.25,20,60,ASHP,0,Y,HP,102.2,1.3,40.6,6,334605,2650692
R-ip 8,U-ip 0.38,0.4,30,60,ASHP,0,Y,HP,103.9,1.3,42.7,5,339585,2721573
R-ip 8,U-ip 0.38,0.4,20,60,ASHP,0,Y,HP,104.6,1.3,43.5,5,341470,2748403
R-ip 8,U-ip 0.38,0.25,30,60,ASHP,0,Y,HP,105.9,1.4,45.1,4,345029,2799057
R-ip 8,U-ip 0.38,0.25,20,60,ASHP,0,Y,HP,106.6,1.4,45.8,4,347055,2827891
R-ip 15,U-ip 0.15,0.4,30,60,ASHP,0,Y,HP,94.3,1.2,30.6,0,312665,2338407
R-ip 15,U-ip 0.15,0.4,20,60,ASHP,0,Y,HP,94.7,1.2,31.1,0,313725,2353490
R-ip 15,U-ip 0.15,0.25,30,60,ASHP,0,Y,HP,95,1.2,31.9,0,314570,2365524
R-ip 15,U-ip 0.15,0.25,20,60,ASHP,0,Y,HP,95.5,1.2,32.4,0,315837,2383560
R-ip 15,U-ip 0.25,0.4,30,60,ASHP,0,Y,HP,96.2,1.2,33.4,0,317822,2411806
R-ip 15,U-ip 0.25,0.4,20,60,ASHP,0,Y,HP,96.7,1.3,34,0,319230,2431853
R-ip 15,U-ip 0.25,0.25,30,60,ASHP,0,Y,HP,97.3,1.3,35,0,320845,2454844
R-ip 15,U-ip 0.25,0.25,20,60,ASHP,0,Y,HP,97.8,1.3,35.7,0,322508,2478510
R-ip 15,U-ip 0.38,0.4,30,60,ASHP,0,Y,HP,99.5,1.3,37.7,0,327238,2545830
R-ip 15,U-ip 0.38,0.4,20,60,ASHP,0,Y,HP,100.2,1.3,38.4,0,329008,2571022
R-ip 15,U-ip 0.38,0.25,30,60,ASHP,0,Y,HP,101.1,1.3,39.8,0,331648,2608604
R-ip 15,U-ip 0.38,0.25,20,60,ASHP,0,Y,HP,101.8,1.3,40.5,0,333574,2636013
R-ip 8,U-ip 0.15,0.4,30,60,Gas,0,Y,Gas,114.9,6.7,34.5,10,272238,711588
R-ip 8,U-ip 0.15,0.4,20,60,Gas,0,Y,Gas,115.4,6.7,35.1,10,273799,733813
R-ip 8,U-ip 0.15,0.25,30,60,Gas,0,Y,Gas,116.1,6.7,36.1,10,275492,757905
R-ip 8,U-ip 0.15,0.25,20,60,Gas,0,Y,Gas,116.7,6.7,36.9,9,277239,782782
R-ip 8,U-ip 0.25,0.4,30,60,Gas,0,Y,Gas,117.5,6.7,37.8,9,279599,816371
R-ip 8,U-ip 0.25,0.4,20,60,Gas,0,Y,Gas,118.1,6.7,38.5,9,281365,841499
R-ip 8,U-ip 0.25,0.25,30,60,Gas,0,Y,Gas,119.1,6.7,39.8,8,283997,878969
R-ip 8,U-ip 0.25,0.25,20,60,Gas,0,Y,Gas,119.8,6.7,40.6,8,285887,905873
R-ip 8,U-ip 0.38,0.4,30,60,Gas,0,Y,Gas,121.5,6.8,42.7,8,290867,976754
R-ip 8,U-ip 0.38,0.4,20,60,Gas,0,Y,Gas,122.2,6.8,43.5,7,292752,1003584
R-ip 8,U-ip 0.38,0.25,30,60,Gas,0,Y,Gas,123.5,6.8,45.1,7,296311,1054239
R-ip 8,U-ip 0.38,0.25,20,60,Gas,0,Y,Gas,124.2,6.8,45.8,7,298337,1083073
R-ip 15,U-ip 0.15,0.4,30,60,Gas,0,Y,Gas,111.9,6.7,30.6,0,263947,593588
R-ip 15,U-ip 0.15,0.4,20,60,Gas,0,Y,Gas,112.3,6.7,31.1,0,265007,608672
R-ip 15,U-ip 0.15,0.25,30,60,Gas,0,Y,Gas,112.6,6.7,31.9,0,265852,620705
R-ip 15,U-ip 0.15,0.25,20,60,Gas,0,Y,Gas,113.1,6.7,32.4,0,267120,638741
R-ip 15,U-ip 0.25,0.4,30,60,Gas,0,Y,Gas,113.8,6.7,33.4,0,269104,666987
R-ip 15,U-ip 0.25,0.4,20,60,Gas,0,Y,Gas,114.3,6.7,34,0,270512,687034
R-ip 15,U-ip 0.25,0.25,30,60,Gas,0,Y,Gas,114.9,6.7,35,0,272128,710025
R-ip 15,U-ip 0.25,0.25,20,60,Gas,0,Y,Gas,115.4,6.7,35.7,0,273790,733691
R-ip 15,U-ip 0.38,0.4,30,60,Gas,0,Y,Gas,117.1,6.7,37.7,0,278520,801011
R-ip 15,U-ip 0.38,0.4,20,60,Gas,0,Y,Gas,117.8,6.7,38.4,0,280290,826203
R-ip 15,U-ip 0.38,0.25,30,60,Gas,0,Y,Gas,118.7,6.7,39.8,0,282930,863786
R-ip 15,U-ip 0.38,0.25,20,60,Gas,0,Y,Gas,119.4,6.7,40.5,0,284856,891194
R-ip 8,U-ip 0.15,0.4,30,60,ASHP,0,Y,Gas,101.9,2.1,34.5,7,321266,2140756
R-ip 8,U-ip 0.15,0.4,20,60,ASHP,0,Y,Gas,102.5,2.1,35.1,7,322827,2162981
R-ip 8,U-ip 0.15,0.25,30,60,ASHP,0,Y,Gas,103.1,2.1,36.1,7,324520,2187073
R-ip 8,U-ip 0.15,0.25,20,60,ASHP,0,Y,Gas,103.7,2.1,36.9,7,326268,2211950
R-ip 8,U-ip 0.25,0.4,30,60,ASHP,0,Y,Gas,104.5,2.1,37.8,6,328627,2245539
R-ip 8,U-ip 0.25,0.4,20,60,ASHP,0,Y,Gas,105.2,2.1,38.5,6,330393,2270667
R-ip 8,U-ip 0.25,0.25,30,60,ASHP,0,Y,Gas,106.1,2.1,39.8,6,333025,2308137
R-ip 8,U-ip 0.25,0.25,20,60,ASHP,0,Y,Gas,106.8,2.1,40.6,6,334916,2335041
R-ip 8,U-ip 0.38,0.4,30,60,ASHP,0,Y,Gas,108.5,2.2,42.7,5,339895,2405923
R-ip 8,U-ip 0.38,0.4,20,60,ASHP,0,Y,Gas,109.2,2.2,43.5,5,341780,2432752
R-ip 8,U-ip 0.38,0.25,30,60,ASHP,0,Y,Gas,110.5,2.2,45.1,4,345339,2483407
R-ip 8,U-ip 0.38,0.25,20,60,ASHP,0,Y,Gas,111.2,2.2,45.8,4,347365,2512241
R-ip 15,U-ip 0.15,0.4,30,60,ASHP,0,Y,Gas,98.9,2.1,30.6,0,312975,2022756
R-ip 15,U-ip 0.15,0.4,20,60,ASHP,0,Y,Gas,99.3,2.1,31.1,0,314035,2037840
R-ip 15,U-ip 0.15,0.25,30,60,ASHP,0,Y,Gas,99.6,2.1,31.9,0,314881,2049873
R-ip 15,U-ip 0.15,0.25,20,60,ASHP,0,Y,Gas,100.1,2.1,32.4,0,316148,2067909
R-ip 15,U-ip 0.25,0.4,30,60,ASHP,0,Y,Gas,100.8,2.1,33.4,0,318132,2096155
R-ip 15,U-ip 0.25,0.4,20,60,ASHP,0,Y,Gas,101.3,2.1,34,0,319541,2116202
R-ip 15,U-ip 0.25,0.25,30,60,ASHP,0,Y,Gas,101.9,2.1,35,0,321156,2139194
R-ip 15,U-ip 0.25,0.25,20,60,ASHP,0,Y,Gas,102.5,2.1,35.7,0,322819,2162859
R-ip 15,U-ip 0.38,0.4,30,60,ASHP,0,Y,Gas,104.1,2.1,37.7,0,327548,2230179
R-ip 15,U-ip 0.38,0.4,20,60,ASHP,0,Y,Gas,104.8,2.1,38.4,0,329318,2255371
R-ip 15,U-ip 0.38,0.25,30,60,ASHP,0,Y,Gas,105.7,2.1,39.8,0,331959,2292954
R-ip 15,U-ip 0.38,0.25,20,60,ASHP,0,Y,Gas,106.4,2.1,40.5,0,333884,2320363
R-ip 8,U-ip 0.15,0.4,30,60,Renew Gas,0,Y,Renew Gas,114.9,1,34.5,7,287839,933649
R-ip 8,U-ip 0.15,0.4,20,60,Renew Gas,0,Y,Renew Gas,115.4,1,35.1,7,289400,955874
R-ip 8,U-ip 0.15,0.25,30,60,Renew Gas,0,Y,Renew Gas,116.1,1,36.1,7,291093,979966
R-ip 8,U-ip 0.15,0.25,20,60,Renew Gas,0,Y,Renew Gas,116.7,1,36.9,7,292841,1004843
R-ip 8,U-ip 0.25,0.4,30,60,Renew Gas,0,Y,Renew Gas,117.5,1,37.8,7,295201,1038432
R-ip 8,U-ip 0.25,0.4,20,60,Renew Gas,0,Y,Renew Gas,118.1,1,38.5,7,296966,1063560
R-ip 8,U-ip 0.25,0.25,30,60,Renew Gas,0,Y,Renew Gas,119.1,1,39.8,7,299599,1101030
R-ip 8,U-ip 0.25,0.25,20,60,Renew Gas,0,Y,Renew Gas,119.8,1.1,40.6,6,301489,1127934
R-ip 8,U-ip 0.38,0.4,30,60,Renew Gas,0,Y,Renew Gas,121.5,1.1,42.7,6,306469,1198816
R-ip 8,U-ip 0.38,0.4,20,60,Renew Gas,0,Y,Renew Gas,122.2,1.1,43.5,6,308354,1225645
R-ip 8,U-ip 0.38,0.25,30,60,Renew Gas,0,Y,Renew Gas,123.5,1.1,45.1,5,311912,1276300
R-ip 8,U-ip 0.38,0.25,20,60,Renew Gas,0,Y,Renew Gas,124.2,1.1,45.8,5,313938,1305134
R-ip 15,U-ip 0.15,0.4,30,60,Renew Gas,0,Y,Renew Gas,111.9,1,30.6,0,279549,815650
R-ip 15,U-ip 0.15,0.4,20,60,Renew Gas,0,Y,Renew Gas,112.3,1,31.1,0,280608,830733
R-ip 15,U-ip 0.15,0.25,30,60,Renew Gas,0,Y,Renew Gas,112.6,1,31.9,0,281454,842767
R-ip 15,U-ip 0.15,0.25,20,60,Renew Gas,0,Y,Renew Gas,113.1,1,32.4,0,282721,860802
R-ip 15,U-ip 0.25,0.4,30,60,Renew Gas,0,Y,Renew Gas,113.8,1,33.4,0,284705,889049
R-ip 15,U-ip 0.25,0.4,20,60,Renew Gas,0,Y,Renew Gas,114.3,1,34,0,286114,909095
R-ip 15,U-ip 0.25,0.25,30,60,Renew Gas,0,Y,Renew Gas,114.9,1,35,0,287729,932087
R-ip 15,U-ip 0.25,0.25,20,60,Renew Gas,0,Y,Renew Gas,115.4,1,35.7,0,289392,955752
R-ip 15,U-ip 0.38,0.4,30,60,Renew Gas,0,Y,Renew Gas,117.1,1,37.7,0,294121,1023073
R-ip 15,U-ip 0.38,0.4,20,60,Renew Gas,0,Y,Renew Gas,117.8,1,38.4,0,295891,1048264
R-ip 15,U-ip 0.38,0.25,30,60,Renew Gas,0,Y,Renew Gas,118.7,1,39.8,0,298532,1085847
R-ip 15,U-ip 0.38,0.25,20,60,Renew Gas,0,Y,Renew Gas,119.4,1,40.5,0,300457,1113256
R-ip 8,U-ip 0.15,0.4,30,60,ASHP,0,Y,Renew Gas,100.5,1.2,34.5,7,319590,2116900
R-ip 8,U-ip 0.15,0.4,20,60,ASHP,0,Y,Renew Gas,101,1.2,35.1,7,321151,2139125
R-ip 8,U-ip 0.15,0.25,30,60,ASHP,0,Y,Renew Gas,101.7,1.2,36.1,7,322844,2163217
R-ip 8,U-ip 0.15,0.25,20,60,ASHP,0,Y,Renew Gas,102.3,1.3,36.9,7,324592,2188094
R-ip 8,U-ip 0.25,0.4,30,60,ASHP,0,Y,Renew Gas,103.1,1.3,37.8,6,326951,2221683
R-ip 8,U-ip 0.25,0.4,20,60,ASHP,0,Y,Renew Gas,103.7,1.3,38.5,6,328717,2246811
R-ip 8,U-ip 0.25,0.25,30,60,ASHP,0,Y,Renew Gas,104.7,1.3,39.8,6,331349,2284281
R-ip 8,U-ip 0.25,0.25,20,60,ASHP,0,Y,Renew Gas,105.4,1.3,40.6,6,333240,2311185
R-ip 8,U-ip 0.38,0.4,30,60,ASHP,0,Y,Renew Gas,107.1,1.3,42.7,5,338219,2382067
R-ip 8,U-ip 0.38,0.4,20,60,ASHP,0,Y,Renew Gas,107.8,1.3,43.5,5,340104,2408896
R-ip 8,U-ip 0.38,0.25,30,60,ASHP,0,Y,Renew Gas,109.1,1.3,45.1,5,343663,2459551
R-ip 8,U-ip 0.38,0.25,20,60,ASHP,0,Y,Renew Gas,109.8,1.3,45.8,4,345689,2488385
R-ip 15,U-ip 0.15,0.4,30,60,ASHP,0,Y,Renew Gas,97.5,1.2,30.6,0,311299,1998901
R-ip 15,U-ip 0.15,0.4,20,60,ASHP,0,Y,Renew Gas,97.9,1.2,31.1,0,312359,2013984
R-ip 15,U-ip 0.15,0.25,30,60,ASHP,0,Y,Renew Gas,98.2,1.2,31.9,0,313205,2026018
R-ip 15,U-ip 0.15,0.25,20,60,ASHP,0,Y,Renew Gas,98.7,1.2,32.4,0,314472,2044053
R-ip 15,U-ip 0.25,0.4,30,60,ASHP,0,Y,Renew Gas,99.4,1.2,33.4,0,316456,2072300
R-ip 15,U-ip 0.25,0.4,20,60,ASHP,0,Y,Renew Gas,99.9,1.2,34,0,317865,2092346
R-ip 15,U-ip 0.25,0.25,30,60,ASHP,0,Y,Renew Gas,100.4,1.2,35,0,319480,2115338
R-ip 15,U-ip 0.25,0.25,20,60,ASHP,0,Y,Renew Gas,101,1.2,35.7,0,321143,2139003
R-ip 15,U-ip 0.38,0.4,30,60,ASHP,0,Y,Renew Gas,102.7,1.3,37.7,0,325872,2206324
R-ip 15,U-ip 0.38,0.4,20,60,ASHP,0,Y,Renew Gas,103.4,1.3,38.4,0,327642,2231515
R-ip 15,U-ip 0.38,0.25,30,60,ASHP,0,Y,Renew Gas,104.3,1.3,39.8,0,330283,2269098
R-ip 15,U-ip 0.38,0.25,20,60,ASHP,0,Y,Renew Gas,105,1.3,40.5,0,332208,2296507
R-ip 8,U-ip 0.15,0.4,30,0,Gas,0,Y,HP,126.5,6.2,49.5,0,358931,2265602
R-ip 8,U-ip 0.15,0.4,20,0,Gas,0,Y,HP,127.1,6.2,50.2,0,360492,2287828
R-ip 8,U-ip 0.15,0.25,30,0,Gas,0,Y,HP,127.7,6.2,51.2,0,362185,2311920
R-ip 8,U-ip 0.15,0.25,20,0,Gas,0,Y,HP,128.3,6.2,51.9,0,363932,2336796
R-ip 8,U-ip 0.25,0.4,30,0,Gas,0,Y,HP,129.1,6.2,52.9,0,366292,2370386
R-ip 8,U-ip 0.25,0.4,20,0,Gas,0,Y,HP,129.8,6.2,53.6,0,368058,2395513
R-ip 8,U-ip 0.25,0.25,30,0,Gas,0,Y,HP,130.7,6.3,54.9,0,370690,2432984
R-ip 8,U-ip 0.25,0.25,20,0,Gas,0,Y,HP,131.4,6.3,55.7,0,372580,2459888
R-ip 8,U-ip 0.38,0.4,30,0,Gas,0,Y,HP,133.2,6.3,57.7,0,377560,2530769
R-ip 8,U-ip 0.38,0.4,20,0,Gas,0,Y,HP,133.8,6.3,58.5,0,379445,2557599
R-ip 8,U-ip 0.38,0.25,30,0,Gas,0,Y,HP,135.1,6.3,60.1,0,383004,2608253
R-ip 8,U-ip 0.38,0.25,20,0,Gas,0,Y,HP,135.8,6.3,60.9,0,385030,2637087
R-ip 15,U-ip 0.15,0.4,30,0,Gas,0,Y,HP,123.6,6.2,45.6,0,350640,2147603
R-ip 15,U-ip 0.15,0.4,20,0,Gas,0,Y,HP,123.9,6.2,46.2,0,351700,2162686
R-ip 15,U-ip 0.15,0.25,30,0,Gas,0,Y,HP,124.2,6.2,46.9,0,352546,2174720
R-ip 15,U-ip 0.15,0.25,20,0,Gas,0,Y,HP,124.7,6.2,47.5,0,353813,2192756
R-ip 15,U-ip 0.25,0.4,30,0,Gas,0,Y,HP,125.4,6.2,48.4,0,355797,2221002
R-ip 15,U-ip 0.25,0.4,20,0,Gas,0,Y,HP,125.9,6.2,49,0,357206,2241049
R-ip 15,U-ip 0.25,0.25,30,0,Gas,0,Y,HP,126.5,6.2,50,0,358821,2264040
R-ip 15,U-ip 0.25,0.25,20,0,Gas,0,Y,HP,127.1,6.2,50.7,0,360484,2287706
R-ip 15,U-ip 0.38,0.4,30,0,Gas,0,Y,HP,128.8,6.2,52.7,0,365213,2355026
R-ip 15,U-ip 0.38,0.4,20,0,Gas,0,Y,HP,129.4,6.2,53.5,0,366983,2380218
R-ip 15,U-ip 0.38,0.25,30,0,Gas,0,Y,HP,130.3,6.2,54.8,0,369624,2417800
R-ip 15,U-ip 0.38,0.25,20,0,Gas,0,Y,HP,131,6.3,55.6,0,371549,2445209
R-ip 8,U-ip 0.15,0.4,30,0,Renew Gas,0,Y,HP,126.5,1.3,49.5,0,372250,2455181
R-ip 8,U-ip 0.15,0.4,20,0,Renew Gas,0,Y,HP,127.1,1.4,50.2,0,373811,2477406
R-ip 8,U-ip 0.15,0.25,30,0,Renew Gas,0,Y,HP,127.7,1.4,51.2,0,375504,2501498
R-ip 8,U-ip 0.15,0.25,20,0,Renew Gas,0,Y,HP,128.3,1.4,51.9,0,377252,2526375
R-ip 8,U-ip 0.25,0.4,30,0,Renew Gas,0,Y,HP,129.1,1.4,52.9,0,379612,2559964
R-ip 8,U-ip 0.25,0.4,20,0,Renew Gas,0,Y,HP,129.8,1.4,53.6,0,381377,2585092
R-ip 8,U-ip 0.25,0.25,30,0,Renew Gas,0,Y,HP,130.7,1.4,54.9,0,384009,2622562
R-ip 8,U-ip 0.25,0.25,20,0,Renew Gas,0,Y,HP,131.4,1.4,55.7,0,385900,2649466
R-ip 8,U-ip 0.38,0.4,30,0,Renew Gas,0,Y,HP,133.2,1.4,57.7,0,390880,2720348
R-ip 8,U-ip 0.38,0.4,20,0,Renew Gas,0,Y,HP,133.8,1.4,58.5,0,392765,2747177
R-ip 8,U-ip 0.38,0.25,30,0,Renew Gas,0,Y,HP,135.1,1.4,60.1,0,396323,2797832
R-ip 8,U-ip 0.38,0.25,20,0,Renew Gas,0,Y,HP,135.8,1.5,60.9,0,398349,2826666
R-ip 15,U-ip 0.15,0.4,30,0,Renew Gas,0,Y,HP,123.6,1.3,45.6,0,363960,2337181
R-ip 15,U-ip 0.15,0.4,20,0,Renew Gas,0,Y,HP,123.9,1.3,46.2,0,365019,2352265
R-ip 15,U-ip 0.15,0.25,30,0,Renew Gas,0,Y,HP,124.2,1.3,46.9,0,365865,2364299
R-ip 15,U-ip 0.15,0.25,20,0,Renew Gas,0,Y,HP,124.7,1.3,47.5,0,367132,2382334
R-ip 15,U-ip 0.25,0.4,30,0,Renew Gas,0,Y,HP,125.4,1.3,48.4,0,369116,2410580
R-ip 15,U-ip 0.25,0.4,20,0,Renew Gas,0,Y,HP,125.9,1.3,49,0,370525,2430627
R-ip 15,U-ip 0.25,0.25,30,0,Renew Gas,0,Y,HP,126.5,1.3,50,0,372140,2453619
R-ip 15,U-ip 0.25,0.25,20,0,Renew Gas,0,Y,HP,127.1,1.4,50.7,0,373803,2477284
R-ip 15,U-ip 0.38,0.4,30,0,Renew Gas,0,Y,HP,128.8,1.4,52.7,0,378532,2544604
R-ip 15,U-ip 0.38,0.4,20,0,Renew Gas,0,Y,HP,129.4,1.4,53.5,0,380302,2569796
R-ip 15,U-ip 0.38,0.25,30,0,Renew Gas,0,Y,HP,130.3,1.4,54.8,0,382943,2607379
R-ip 15,U-ip 0.38,0.25,20,0,Renew Gas,0,Y,HP,131,1.4,55.6,0,384868,2634788
R-ip 8,U-ip 0.15,0.4,30,0,ASHP,0,Y,HP,112.1,1.6,49.5,0,404001,3638432
R-ip 8,U-ip 0.15,0.4,20,0,ASHP,0,Y,HP,112.7,1.6,50.2,0,405562,3660657
R-ip 8,U-ip 0.15,0.25,30,0,ASHP,0,Y,HP,113.3,1.6,51.2,0,407255,3684749
R-ip 8,U-ip 0.15,0.25,20,0,ASHP,0,Y,HP,113.9,1.6,51.9,0,409002,3709626
R-ip 8,U-ip 0.25,0.4,30,0,ASHP,0,Y,HP,114.7,1.6,52.9,0,411362,3743215
R-ip 8,U-ip 0.25,0.4,20,0,ASHP,0,Y,HP,115.4,1.6,53.6,0,413128,3768343
R-ip 8,U-ip 0.25,0.25,30,0,ASHP,0,Y,HP,116.3,1.6,54.9,0,415760,3805813
R-ip 8,U-ip 0.25,0.25,20,0,ASHP,0,Y,HP,117,1.6,55.7,0,417650,3832717
R-ip 8,U-ip 0.38,0.4,30,0,ASHP,0,Y,HP,118.8,1.7,57.7,0,422630,3903599
R-ip 8,U-ip 0.38,0.4,20,0,ASHP,0,Y,HP,119.4,1.7,58.5,0,424515,3930428
R-ip 8,U-ip 0.38,0.25,30,0,ASHP,0,Y,HP,120.7,1.7,60.1,0,428074,3981083
R-ip 8,U-ip 0.38,0.25,20,0,ASHP,0,Y,HP,121.4,1.7,60.9,0,430100,4009917
